id_projeto,nome,descricao,tipo_projeto,uf,situacao,data_de_inicio_prevista,data_de_fim_prevista,fontes_de_recurso,objetivo_do_projeto,funcao_social
29131.53-80,Execução de obra para a realização da segunda etapa do Centro de Formação Tecnológica - CFT do Campus Samambaia do IFB.,"Contratação de pessoa jurídica especializada na prestação de serviço de construção civil – incluindo todos os materiais, equipamentos e mão de obra, necessários à execução do mezanino e algumas partes do térreo do Centro de Formação Tecnológica do Campus Samambaia.",Educação,DF,Cadastrada,2024-01-15,2024-07-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 620000.0}","aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita aumentar sua área para laboratórios e salas de aulas integradas a esses laboratórios.","atender a comunidade acadêmica do campus Samambaia, finalizando o prédio do CFT, que comportará novas salas de aulas e/ou laboratórios aos estudantes. "
29148.53-21,Reformulação do sistema de esgotamento sanitário do Campus Planaltina,"contratação de pessoa jurídica especializada na prestação de serviço de construção civil – incluindo todos os materiais, equipamentos e mão-de-obra, necessários à execução da reforma e reformulação da rede de esgotamento sanitário do Campus Planaltina",Educação,DF,Cadastrada,2024-01-15,2024-07-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 600000.0}",Revitalizar sistemas de infraestrutura das unidades escolares,"atender a comunidade acadêmica do Campus Planaltina, trazendo mais segurança ambiental e sanitária a todos os usuários"
29153.53-17,obra para o serviços remanescentes do Centro de Formação Tecnológica (CFT) do Campus Recanto das Emas,obra para o serviços remanescentes do Centro de Formação Tecnológica (CFT) do Campus Recanto das Emas,Educação,DF,Cadastrada,2024-01-15,2024-07-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 450000.0}","aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita aumentar sua área para laboratórios e salas de aulas integradas a esses laboratórios.",atender a comunidade acadêmica do Campus Recanto das Emas principalmente nos eixos dos laboratórios de Áudio visual
96190.53-00,"Implantação do CEU da Cultura na Região Administrativa do Varjão, Distrito Federal/DF",Implantação do CEU da Cultura na Região Administrativa do Varjão - Distrito Federal,Cultura,DF,Cadastrada,2025-09-01,2027-12-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2530849.0}",Implantação do CEU da Cultura na Região Administrativa do Varjão - Distrito Federal,"O público-alvo será toda a população da Região Administrativa do Varjão - Distrito Federal. Suprir carência de infraestrutura cultural com a criação de espaço adequado para promover a diversidade cultural e o fortalecimento dos laços entre os membros da sociedade. Espera-se o aumento do acesso à cultura e educação em comunidades carentes, o fortalecimento dos vínculos sociais e
comunitários, o desenvolvimento de habilidades criativas e expressivas a promoção da cidadania ativa e o estímulo ao
empreendedorismo cultural e geração de renda local."
23469.53-32,CORPO DE BOMBEIROS DO DISTRITO FEDERAL,"Contratação de empresa especializada para execução de reforma do vestiário e dos banheiros dos gabinetes do Comandante e do Subcomandante Geral, situados no QCG – Quartel do Comando Geral do CBMDF.",Segurança Pública,DF,Cadastrada,2023-07-10,2024-07-10,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 56500.0}",MELHORAR O ATENDIMENTO AOS COLABORADORES DO CBMDF.,PRESTAR UM MELHOR ATENDIMENTO Á SOCIEDADE E AOS COLABORADORES DO CBMDF.
44080.53-46,CNPAE - Fornecimento e instalação de Casa de Vegetação com dois módulos e antesala,"Fornecimento e instalação de Casa de Vegetação (2 módulos 8x16x3,90m - largura x comprimento x altura), incluindo uma antessala (hall de entrada) 3,20x4x3,90m. A área total a ser construída é de 268,8m2. Os módulos de 8x16 são separados, embora fiquem encostados um no outro, por uma das paredes mais compridas (estarão lado a lado); cada módulo deve possuir 1 portão de correr de 1,60x2,10m; a antessala fica à frente dos dois módulos e o acesso a cada um deles é feito por dentro da antessala, mas cada um tem seu portão. São dois ambientes diferentes e separados. Devem estar incluídos também os serviços de terraplanagem e nivelamento do piso.",Administrativo,DF,Concluída,2024-10-25,2025-03-06,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 448000.0}","Fornecimento e instalação de Casa de Vegetação (2 módulos 8x16x3,90m - largura x comprimento x altura), incluindo uma antessala (hall de entrada) 3,20x4x3,90m. A área total a ser construída é de 268,8m2. Os módulos de 8x16 são separados, embora fiquem encostados um no outro, por uma das paredes mais compridas (estarão lado a lado); cada módulo deve possuir 1 portão de correr de 1,60x2,10m; a antessala fica à frente dos dois módulos e o acesso a cada um deles é feito por dentro da antessala, mas cada um tem seu portão. São dois ambientes diferentes e separados. Devem estar incluídos também os serviços de terraplanagem e nivelamento do piso.","Viabilizar soluções de pesquisa, desenvolvimento e inovação para a sustentabilidade da agricultura, em benefício da sociedade brasileira."
19167.53-00,Ampliação do Pronto Socorro (PS) - HOSPITAL REGIONAL DE CEILÂNDIA - HRC,AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Saúde,DF,Cadastrada,2022-12-30,2025-12-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1280000.0}",AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,"Com a ampliação do espeço físico do PS do HRC, CNES 0010480, será possível oferecer estrutura e serviços assistenciais de melhor qualidade aos usuários do SUS, principalmente à população residente e referenciada de Ceilândia.. Com a ampliação física do PS do HRC, CNES 0010480, será possível oferecer serviços e estrutura assistencial de melhor qualidade à população da região de Ceilândia e demais usuários do SUS, tendo em vista que o PS se adequará às normativas do MS e da SESDF, no que se refere a atenção à saúde pública de qualidade, bem como às normativas da RDC N° 50/2002.. Com a ampliação do espaço físico do PS do HRC, CNES 0010480, espera-se adequar o mesmo às normativas do MS e SES/DF, como RDC 50/2002 e, portanto, oportunizar aos usuários, trabalhadores e gestores do SUS um espaço saudável que propicie mudanças no processo de trabalho e seja local de prestação de serviço público assistencial de qualidade, conforme preconiza a Lei Orgânica da Saúde 8.080/1990 e a PNH, de 2003."
46837.53-58,"Construção e recuperação de pontes, viadutos e passagens, no Distrito Federal - SEDE/DF","Promover o desenvolvimento das atividades produtivas, com inserção mercadológica e sua dinamização, principalmente no apoio logístico que visa o escoamento da produção e o fortalecimento das bases produtivas.",Infraestrutura Urbana e Mobilidade,DF,Cadastrada,2024-12-30,2029-12-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 8000000.0}","Construção e recuperação de pontes, viadutos e passagens, no Distrito Federal - SEDE/DF",Implantação de infraestrutura viária urbana e rural no Distrito Federal
51702.53-00,2º fase Centro de Capacitação Física-CCF,"Construção da 2ª fase do Centro de Capacitação Física (ginásio, campo de futebol, palanque, piscina coberta, pista de atletismo, quiosques e campo society) da Polícia Militar do Distrito Federal
",Administrativo,DF,Cadastrada,2025-08-01,2032-02-27,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 34569699.32}","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ARQUITETURA/ ENGENHARIA CIVIL, PARA EXECUÇÃO DA OBRA DE CONSTRUÇÃO DA  2º FASE DO CENTRO DE CAPACITAÇÃO FÍSICA  (GINASIO, CAMPO DE FUTEBOL, PALANQUE, PISCINA COBERTA , PISTA DE ATLETISMO, QUIOSQUES E CAMPO SOCIETY) DA POLICIA MILITAR DO DISTRITO FEDERAL , CONFORME O ENDEREÇO CITADO.
",SEGURANÇA PÚBLICA
42702.53-90,Construção de Policlínica Recanto das Emas,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Saúde,DF,Cadastrada,2024-08-26,2029-08-26,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 17000010.0}",CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,"A Policlínica do Recanto das Emas estará localizada na  Região de Saúde Sudoeste da Macrorregião Nº 1, região mais populosa e em franca expansão populacional, apresentando alto índice de vulnerabilidade social. População da Macrorregião 1: 1.387.715 habitantes, sendo na região Sudoeste: 869.619. Índice de Vulnerabilidade Social (IVS)2 do  Recanto das Emas:  0,41.
Serão pacientes com quadro de saúde de média e alta complexidade e que residem principalmente no Recanto das Emas e regiões próximas.. Vai possibilitar o aumento dos atendimentos em média e alta complexidade e viabilizar o acesso em tempo oportuno e em território próximo às pessoas que mais necessitam, tendo em vista o grau de vulnerabilidade da população local. O acesso a esse nível de atenção irá melhorar o manejo das complicações em saúde, aumentando a qualidade de vida dos pacientes e reduzindo os riscos  de internação.
O prazo para execução da obra é cerca de 30 meses.. Ampliar o acesso à atenção especializada, reduzir tempo de espera, ampliar o matriciamento entre serviços, reduzir as internações e busca por serviços de urgência, qualificar os fluxos, auxiliar a Atenção Primária na coordenação do cuidado. A SES-DF possui concursos abertos para especialidades, com previsão de abertura de novos concursos, e está realizando um processo de parametrização dos serviços a fim de qualificar o dimensionamento de pessoal entre os estabelecimentos de saúde."
53528.53-75,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Saúde,DF,Cadastrada,2024-05-06,2024-05-06,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2141000.0}",CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE
16734.53-40,conclusão da edificação do Galpão Multiuso da Presidência República em Brasília /DF, execução de obra de conclusão da edificação do Galpão Multiuso do GSI,Administrativo,DF,Cadastrada,2023-01-03,2024-01-03,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1658178.63}",NÃO SE APLICA,não se aplica
6008.53-77,00 00377/2020,"contrataÃ§Ã£o de empresa especializada para prestaÃ§Ã£o dos serviÃ§os de gerenciamento dos empreendimentos de construÃ§Ã£o, sob a jurisdiÃ§Ã£o do dnit, para toda a malha rodoviÃ¡ria federal da regiÃ£o nordeste.",Rodovia,DF,Cadastrada,2020-06-25,2023-12-21,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 30323893.32}",Gerenciamento de 0 km.,"Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias."
25250.53-00,CONTRATAÇÃO DOS SERVIÇOS ESPECIALIZADOS DE ENGENHARIA,"CONTRATAÇÃO DOS SERVIÇOS ESPECIALIZADOS DE ENGENHARIA, PARA ELABORAÇÃO DOS PROJETOS, NAS ETAPAS DE ESTUDO PRELIMINAR, ANTEPROJETO, PROJETO BÁSICO, ORÇAMENTO, PLANEJAMENTO E DOCUMENTAÇÃO COMPLEMENTAR PARA IMPLANTAÇÃO DE SISTEMA DE SUPERVISÃO, AUTOMAÇÃO E CONTROLE PREDIAL DAS INSTALAÇÕES DO PALÁCIO DO PLANALTO, SEU ANEXOS (I, II, III e IV), PALÁCIO DA ALVORADA; PALÁCIO DO JABURU; RESIDÊNCIA OFICIAL DA GRANJA DO TORTO; COMPLEXO DE SERVIÇOS APOIO N2 (EDIFÍCIOS: COTRAN, COENGE, COSEG, CECAD E GSI) E PAVILHÃO DAS METAS",Administrativo,DF,Cadastrada,2023-10-02,2024-04-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 839000.0}","contratação de serviços especializados de engenharia, para elaboração dos projetos, nas etapas de estudo preliminar, anteprojeto, projeto básico, orçamento, planejamento e documentação complementar para implantação de sistema de supervisão, automação e controle predial.",MANUTENÇÃO E CONSERVAÇÃO 
6014.53-96,00 00690/2020,"contrataÃ§Ã£o de empresa especializada para prestaÃ§Ã£o dos serviÃ§osde gerenciamento dos empreendimentos de construÃ§Ã£o, sob a jurisdiÃ§Ã£o do dnit, para toda a malha rodoviÃ¡ria federal da regiÃ£o centro-oeste",Rodovia,DF,Cadastrada,2021-01-18,2024-04-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 16691637.38}",Gerenciamento de 0 km.,"Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias."
43489.53-47,"contratação de projeto básico e executivo de SISTEMA DE PREVENÇÃO E COMBATE À INCÊNDIO, INCLUSO APROVAÇÃO NO CBM-DF, PLANO DE PREVENÇAO E COMBATE A INCÊNDIO - PPCI, PLANO QUANTO A NECESSIDADE DE BRIGA","contratação de projeto básico e executivo de SISTEMA DE PREVENÇÃO E COMBATE À INCÊNDIO, INCLUSO APROVAÇÃO NO CBM-DF, PLANO DE PREVENÇAO E COMBATE A INCÊNDIO - PPCI, PLANO QUANTO A NECESSIDADE DE BRIGADISTA na Superintendência Regional da Polícia Federal do Distrito Federal - SR/PF/DF.",Segurança Pública,DF,Cadastrada,2024-10-14,2025-10-15,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 27399.99}","contratação de projeto básico e executivo de SISTEMA DE PREVENÇÃO E COMBATE À INCÊNDIO, INCLUSO APROVAÇÃO NO CBM-DF, PLANO DE PREVENÇAO E COMBATE A INCÊNDIO - PPCI, PLANO QUANTO A NECESSIDADE DE BRIGADISTA na Superintendência Regional da Polícia Federal do Distrito Federal - SR/PF/DF.",Segurança Pública
26818.53-00,Sistema de combate a incêndio por hidrantes,"Contratação de serviços de engenharia para a substituição do sistema de combate a incêndios por hidrantes dos 4 (quatro) edifícios Anexos do Palácio do Planalto, da Presidência República, em Brasília/DF, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.",Administrativo,DF,Cadastrada,2023-11-05,2024-11-05,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 922500.0}","Contratação de serviços de engenharia para a substituição do sistema de combate a incêndios por hidrantes dos 4 (quatro) edifícios Anexos do Palácio do Planalto, da Presidência República, em Brasília/DF, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.","Manutenção predial, segurança e prevenção de incêndios"
27368.53-34,Remoção e desmobilização de SASC (sistema de armazenamento subterrâneo de combustível),Serviço comum de engenharia para execução dos serviços de remoção e desmobilização de SASC (sistema de armazenamento subterrâneo de combustível).,Administrativo,DF,Cadastrada,2023-11-08,2024-12-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1650000.0}","RETIRADA TOTAL DOS TANQUES DE COMBUSTÍVEIS SUBTERRÂNEOS, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NO EDITAL.","O serviço deve ser executado, uma vez que a permanência do material no solo e subsolo, além de danoso ao meio ambiente, traz riscos aos locais que os acondiciona. A desmobilização do supracitado sistema deve ser realizada conforme legislação específica, com o devido amparo dos órgãos ambientais, sendo necessário que seja executado por empresa e pessoal devidamente qualificado. "
46882.53-02,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Saúde,DF,Cadastrada,2024-05-06,2024-05-07,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2493000.0}",CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE
46895.53-29,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Saúde,DF,Cadastrada,2018-03-26,2022-07-14,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 725000.0}",CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE
27890.53-56,Construção da 10ª Delegacia de Polícia do Distrito Federal,Reforma da 10ª Delegacia de Polícia visa promover a prestação de serviços de qualidade para o desempenho da função institucional e atendimento às necessidades da sociedade.,Segurança Pública,DF,Cadastrada,2023-11-17,2024-10-17,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 5500000.0}","A reforma da 10ª Delegacia de Polícia atenderá a divisão com uma edificação projetada para atender as demandas tático, operacionais e logísticas para o combate à criminalidade e na elucidação de crimes, tais como tráfico de drogas, roubo a traseunte, homicídios e violência contra às mulheres e crianças, dentre tantas outras formas de criminalidade presentes em sua área de abrangência.",Prestação de serviços de qualidade e desempenho da função institucional da PCDF.
28577.53-70,Projeto para Energia Fotovoltaica,"Contratação de pessoa jurídica especializada na prestação de serviços técnicos de engenharia e/ou arquitetura destinados à elaboração e aprovação de Projetos Básicos, Executivos e complementares para Projetos de Eficiência Energética perante a Concessionária Neoenergia, com o objetivo de fornecimento de Sistemas de Geração de Energia Solar Fotovoltaica ON-GRID, do tipo “carpot”, no estacionamento do Bloco M, Área 5, Quadra 3, do Setor Policial, da Agência Nacional de Águas e Saneamento Básico.",Administrativo,DF,Cadastrada,2023-12-11,2024-03-11,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 20000.0}","Cada projeto deverá compor um conjunto independente e completo, com todas as informações necessárias para a licitação da obra a que se refere o objeto desta. A Agência Nacional de Águas e Saneamento Básico fornecerá os dados iniciais para a elaboração dos projetos tais como: programa de necessidades, recursos aproximados disponíveis para a obra, sondagem do terreno quando necessário, gabarito das ruas, matrículas atualizadas dos imóveis, objeto do convênio federal/estadual etc.","Investir em energia solar no Brasil é diminuir a necessidade de utilização de energia térmica, por exemplo. Enfim, sob o ponto de vista conceitual, o investimento em energia solar fotovoltaica está plenamente justificado. Sob o ponto de vista financeiro, a situação no Brasil apresenta-se bastante favorável à energia solar fotovoltaica."
29122.53-79,Ampliação da quadra de esportes com fechamento lateral e vestiários do Campus Recanto das Emas,Fechamento lateral da quadra de esportes e ampliação com a construção de um vestiário,Educação,DF,Cadastrada,2024-01-15,2024-07-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1168115.63}",desenvolver a educação e promover a prática de atividades esportivas,Atender a comunidade acadêmica do Campus Recanto das Emas com a melhoria e ampliação da quadra de esportes
5744.53-94,Modernização das subestações de energia - Sede ABIN,"Contratação de empresa especializada em engenharia para a execução da conclusão da modernização das instalações e
equipamentos das subestações de energia da sede da Abin situada no Setor Policial Sul, Área 5, Quadras 1 e 2 em Brasília-DF, de modo a
adequar as instalações à legislação vigente, bem como melhorar seu desempenho energético e de segurança, na busca pela
sustentabilidade ambiental e econômica.",Administrativo,DF,Cadastrada,2022-03-01,2022-08-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2800000.0}",Subestações da ABIN funcionando com eficiência energética e segurança.,Manutenção energia elétrica sustentável e mais segura para a Sede da ABIN.
23625.53-04,Fechamento quadra e construção Vestiário,"Fechamento lateral da quadra de esportes do Campus Recanto das Emas, bem como a construção de vestiários para atendimento da comunidade",Educação,DF,Cadastrada,2023-09-19,2024-05-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1400000.0}",melhorar a infraestrutura das instalações para proporcionar segurança na prática das atividades acadêmicas,atender a comunidade acadêmica do Campus Recanto das Emas proporcionando conforto e segurança na prática de esportes 
51692.53-08,CENTRO MATERIAL BÉLICO (GALPÕES MULTIUSO),"Construção da sede do Centro de Material Bélico e dos galpões mutiuso da Polícia Militar do Distrito Federal
",Segurança Pública,DF,Cadastrada,2025-02-21,2031-06-27,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 19686192.0}"," CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ARQUITETURA/ENGENHARIA CIVIL, PARA EXECUÇÃO DA OBRA DE CONSTRUÇÃO DA NOVA SEDE DO CENTRO MATERIAL BÉLICO (GALPÕES MULTIUSO) DA POLICIA MILITAR DO DISTRITO FEDERAL , CONFORME O ENDEREÇO CITADO.
",SEGURANÇA PÚBLICA
51694.53-00,8º Batalhão de Polícia Militar,"Construção da sede do 8º Batalhão da Polícia Militar do Distrito Federal
",Segurança Pública,DF,Cadastrada,2025-02-21,2031-06-27,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 11570063.3}"," CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ARQUITETURA/ ENGENHARIA CIVIL, PARA EXECUÇÃO DA OBRA DE CONSTRUÇÃO DA NOVA SEDE DO 8º BATALHÃO DA POLICIA MILITAR DO DISTRITO FEDERAL , CONFORME ENDEREÇO CITADO.
",SEGURANÇA PÚBLICA
51698.53-26,25º Batalhão de Polícia Militar,"Construção da sede do 25º Batalhão da Polícia Militar do Distrito Federal
",Administrativo,DF,Cadastrada,2025-02-21,2031-06-27,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 11570063.3}","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ARQUITETURA/ ENGENHARIA CIVIL, PARA EXECUÇÃO DA OBRA DE CONSTRUÇÃO DA NOVA SEDE DO 25° BATALHÃO DA POLICIA MILITAR DO DISTRITO FEDERAL , CONFORME O ENDEREÇO CITADO.
",SEGURANÇA PÚBLICA
16930.53-71,Pavimentação no Distrito Federal,PAVIMENTACÃO NO DISTRITO FEDERAL,Infraestrutura Urbana e Mobilidade,DF,Cadastrada,2022-12-31,2026-09-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 3782788.32}",PAVIMENTACÃO NO DISTRITO FEDERAL,"População do Distrito Federal. Pavimentação: implantação, reconstrução ou recuperação, inclusive por recapeamento, do pavimento de vias públicas de bairros ou de suas ligações abrangendo calçadas e sinalização viária para garantia de adequadas condições sanitárias de segurança e conforto.. Melhoria da mobilidade urbana."
34467.53-09,"VIGILÂNCIA ELETRÔNICA (CFTV) E CONTROLE DE ACESSO (INCLUINDO-SE CONSULTORIA, PROJETOS BÁSICOS E EXECUTIVOS PARA OS SISTEMAS), NAS INSTALAÇÕES DA SR/PF/DF","VIGILÂNCIA ELETRÔNICA (CFTV) E CONTROLE DE ACESSO (INCLUINDO-SE CONSULTORIA, PROJETOS BÁSICOS E EXECUTIVOS PARA OS SISTEMAS), NAS INSTALAÇÕES DA SR/PF/DF",Segurança Pública,DF,Cadastrada,2024-02-19,2024-09-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 66051.51}","VIGILÂNCIA ELETRÔNICA (CFTV) E CONTROLE DE ACESSO (INCLUINDO-SE CONSULTORIA, PROJETOS BÁSICOS E EXECUTIVOS PARA OS SISTEMAS), NAS INSTALAÇÕES DA SR/PF/DF",Segurança Pública
19200.53-10,Reforma do Pronto Socorro (PS) - HOSPITAL REGIONAL DE CEILÂNDIA - HRC,REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Saúde,DF,Cadastrada,2022-12-30,2026-12-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 4404480.0}",REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,"O IBGE estimou a população do Distrito Federal em 3.094.325 habitantes (2015). A Região Administrativa Ceilândia possui oficialmente 479.713 habitantes. Em específico, dados da Diretoria do HRC revelam que a média de atendimentos diários do Pronto Socorro situam-se em 317 atendimentos/procedimentos. Deste modo, a reforma do Pronto Socorro do HRC beneficiará mais de 300 usuários do SUS que acessam os serviços diariamente, atingindo média mensal de 9,5 mil atendimentos.. Com a reforma do Pronto Socorro será possível oferecer estrutura assistencial e de apoio adequada às normativas do Ministério da Saúde e da SESDF, no que se refere a atenção à saúde pública de qualidade, bem como adequada à RDC N° 50/2002. As instalações precárias do HRC, hospital gerido com recursos do SUS, têm ganhado espaço na mídia no decorrer dos anos. Essas mídias negativas têm se intensificado devido a péssimas condições das instalações que serão resolvidas com a reforma proposta.. Espera-se oportunizar aos usuários, trabalhadores e gestores do SUS um espaço saudável, acolhedor e confortável, que respeite a privacidade, propicie mudanças no processo de trabalho e seja local de prestação de serviço público assistencial de qualidade, sobretudo ao tratamento e reabilitação previsto pela Lei Orgânica da Saúde 8.080/1990 e Política Nacional de Humanização, de 2003. Espera-se atender às determinações da RDC Nº 50."
27318.53-18,Reforma de Unidade de Atenção Especializada em Saúde : Ala de Queimados do HRAN - Hospital Regional da Asa Norte.,REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Saúde,DF,Cadastrada,2020-12-31,2026-06-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 3999990.0}",REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,"Em Consulta Pública, o Plano Distrital de Saúde para o quadriênio de 2002 à 2023, tem-se a meta e diretriz de alcançar 100% de cobertura contratual para manutenção dos equipamentos prediais, tais como: elevadores, condicionadores de ar, escadas rolantes, entre outros. Portanto, é uma diretriz deste Plano de Trabalho articular conjuntamente a ampliação de oferta de serviços e mantê-los em constante manutenção, seja pela predial ou de equipamentos.. São inúmeros os problemas resolvidos com o deferimento desta proposta. Entretanto , em objetividade , indica-se a melhor prestação dos serviços assistênciais e a consequente redução de mortalidade ocasionado pelas possíveis condições isalubres em que se encontra a Unidade na atualidade, em decorrencia da precariedade das instalações, arquitetura obsoleta e a necessidade de adequação as normas proconizadas pela ANVISA.. Tem por objetivo oportunizar aos usuários , trabalhadores e gestores do SUS um espaço saudável , acolhedor e confortável , que respeite a privacidade , propicie mudanças no processo de trabalho e seja local de prestação de serviço público assistencial de qualidade , sobretudo ap tratamento e reabilitação prevista pela Lei Orgânica da Saúde 8.080/1990 e Política Nacional de Humanização, de 2003."
15266.53-05,Contratação de empresa especializada para execução de obra de reforma da atual edificação do restaurante da Presidência da República em Brasília/DF,"Será reformada toda a área ocupada pelo restaurante, cantina e apoio administrativo localizados no Anexo IV do entorno da Presidência da República em Brasília, alterando o layout e os espaços, totalizando uma área de intervenção de  2.152,44 m², devido a necessidade de correção de diversas patologias construtivas existentes na edificação conforme apontamentos dos relatórios técnicos, bem como atender a norma da Agência Nacional de Vigilância Sanitária/Anvisa - Resolução RDC nº 216, e exigências para alteração de layout apresentadas Coordenação de Subsistência / Divisão de Administração de Restaurantes da Presidência da República .",Administrativo,DF,Cadastrada,2022-12-20,2023-12-20,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 4322455.09}","Como resultado da referida reforma, serão criados 4 setores no interior da edificação existente: 

Restaurante A la Carte, com área total de 497,66 m², capacidade de atendimento de 94 lugares.
Restaurante Self Service, com área total de  873,88 m², com capacidade atendimento de 260 lugares.
Cantina, com área total de 86,05 m², com capacidade de atendimento de 26 lugares.
Apoio administrativo com área de 63,80 m² e  28,81 m².","Os serviços necessários para a referida reforma compreendem a demolição e construção de paredes, substituição de revestimentos de piso, parede e teto, substituição do sistema hidráulico, adequação do sistema de prevenção de incêndio, substituição das instalações elétricas,  instalação de sistema de ar condicionado, instalação de sistema refrigeração por meio de câmaras frias  e sistema de exaustão, execução de laje técnica em estrutura metálica, revisão da cobertura para correção de infiltrações, instalação de louças, metais,  bancadas em granito e inox e demais serviços conforme projeto executivo. "
53526.53-62,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Saúde,DF,Cadastrada,2024-04-25,2024-05-07,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 4945820.0}",CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE
